Designator,Mid X,Mid Y,Rotation,Layer
J1,131.538,-111.6994,270.0,bottom
J3,129.338491,-88.7504,240.0,bottom
Q1,146.7504,-106.0196,180.0,bottom
R1,143.192401,-105.0036,0.0,bottom
R2,143.1944,-106.0196,180.0,bottom
R3,143.1944,-107.0356,0.0,bottom
